question,answer,reference
أجد صعوبة في التعامل مع مشكلة صحية جسدية. أين يمكنني العثور على المساعدة؟,"يمكن للصحة الجسدية أن تؤثر بشكل كبير على الصحة النفسية. إليك بعض الموارد لمساعدتك على التعامل مع التحديات العاطفية للعيش مع مشكلة صحية مزمنة: تقدم Self-Management BC برامج مجانية للبالغين من جميع الأعمار الذين يعانون من أي مشاكل صحية جسدية أو نفسية مستمرة. تعرّف على المعلومات والاستراتيجيات التي تساعدك على إدارة الأعراض واتخاذ الإجراءات نحو أفضل حياة ممكنة. يرحب بأفراد العائلة والأصدقاء والأحباء للحضور. تتوفر البرامج بلغات غير الإنجليزية، بما في ذلك الصينية والبنجابية. على موقعهم الإلكتروني، يمكنك معرفة المزيد عن أبحاث الإدارة الذاتية والعثور على ورشة عمل أو برنامج دعم عبر الهاتف. زر www.selfmanagementbc.ca أو اتصل مجانًا على 1-866-902-3767. أنشأ مجموعة من علماء النفس والأطباء في BC كتاب عمل ذاتي التوجيه يسمى Positive Coping with Health Conditions لأي شخص يتعامل مع مشكلة صحية وأي شخص يدعم شخصًا يعاني من مشكلة صحية. يناقش الكتاب الروابط بين الصحة الجسدية والصحة النفسية ويعلمك مهارات مختلفة لمساعدتك على إدارة المشاكل والمشاعر الصعبة بشكل جيد، والنشاط، والعمل على علاقات صحية. برنامج Bounce Back Reclaim Your Health هو برنامج مساعدة ذاتية موجه لسكان كولومبيا البريطانية الذين يعانون من اكتئاب خفيف إلى معتدل أو مزاج منخفض أو قلق. يمكنك الحصول على DVD يحتوي على نصائح لمساعدتك على التعرف على أعراض الاكتئاب وإدارتها، أو تعلم مهارات أكثر تعمقًا في سلسلة كتب العمل التي تكملها في المنزل. يركز أحد كتب العمل، Reclaim Your Health، على العيش مع الحالات الصحية المزمنة. تعمل مع مدرب مدرب من الجمعية الكندية للصحة النفسية الذي يقدم الدعم والنصيحة عبر الهاتف أو مؤتمرات الفيديو. Bounce Back مجاني مع إحالة من الطبيب. لمزيد من المعلومات، زر www.bouncebackbc.ca. إذا كنت ترغب في الوصول إلى مواد Bounce Back بدون مدرب أو إحالة، يمكنك ذلك عبر الإنترنت في BC على www.bouncebackonline.ca. كتاب Reclaim Your Life From illness, disability, pain, or fatigue هو كتيب من الجمعية الكندية للصحة النفسية يقدم نصائح واستراتيجيات عملية لمساعدتك على التعامل مع مشكلة والعودة إلى روتينك المعتاد. الكتيب متاح للشراء على www.livinglifetothefull.ca. وهو جزء من برنامج Living Life to the Full، وهو برنامج مدته ثمانية أسابيع يساعد الناس على إجراء تغييرات مفيدة في حياتهم. يُعرض في جميع أنحاء المقاطعة ويمكنك العثور على قوائم الدورات على الموقع الإلكتروني أيضًا. تدعم العديد من المنظمات الأشخاص الذين يعانون من مرض أو مشكلة صحية معينة. غالبًا ما تساعد هذه المنظمات الأشخاص في العثور على خدمات الدعم المناسبة أو قد تقدم مجموعات دعم خاصة بها. يمكنك أيضًا سؤال فريق الرعاية الصحية الخاص بك عن التوصيات. إذا لم تتمكن من العثور على دعم شخصي، يمكنك التحقق مما إذا كانت هناك مجموعات دعم عبر الإنترنت. إذا كنت تواجه صعوبة في التأقلم وتشعر أنك تحتاج إلى دعم فردي، يمكن أن يكون المعالج أو المستشار خيارًا رائعًا. يمكنك العثور على مزيد من المعلومات حول إيجاد هؤلاء المحترفين على www.heretohelp.bc.ca/ask-us/how-can-i-find-a-doctor-psychiatrist-psychologist-or-counsellor.",World Health Organization Mental Health Manual
ما هو اضطراب الشخصية المعادية للمجتمع؟,اضطراب الشخصية هو نمط من الأفكار والمشاعر والسلوكيات التي تستمر لفترة طويلة وتسبب نوعًا من المشاكل أو الضيق. يؤثر اضطراب الشخصية المعادية للمجتمع أو ASPD على طريقة تفكير الأشخاص بشأن حقوق الآخرين. قد يتجاهل الشخص المصاب بـ ASPD القوانين أو التوقعات، ويفتقر إلى الشعور بالندم عندما يؤذي الآخرين أو ينتهك القانون، ويتخذ قرارات متهورة، ويعتقد أنه متفوق على الآخرين. قد يراه الناس متظاهرًا ومندفعًا ومخادعًا ومتحكمًا بشكل مفرط. قد يظهر البعض منهم جذابًا على الأقل على السطح. مثل جميع الأمراض العقلية، اضطراب الشخصية المعادية للمجتمع هو طيف. قد يتصرف بعض الأشخاص بشكل سلبي أحيانًا فقط، بينما قد يخالف آخرون القانون كثيرًا ويقضون وقتًا طويلاً في نظام العدالة الجنائية. يتم تشخيص ASPD فقط لدى البالغين، لكن الأشخاص الذين يعانون من ASPD يبدأون في مواجهة مشاكل مع السلوك أو السلوكيات المعادية للمجتمع في سن مبكرة. قد يتم تشخيصهم باضطراب السلوك خلال الطفولة. يمكن للعلاج، عادة العلاج النفسي، أن يساعد في تقليل أضرار ASPD ويساعد الأشخاص على بناء التعاطف تجاه الآخرين. ASPD قابل للعلاج وقد يتحسن مع اقتراب الشخص من منتصف العمر. كلنا قد آذينا شخصًا آخر أو تصرفنا دون التفكير في احتياجات الآخرين. من المهم أن نتذكر أن اضطراب الشخصية المعادية للمجتمع هو نمط دائم من نقص التعاطف ونقص الندم. فقط الطبيب أو المتخصص في الصحة النفسية يمكنه تشخيص أمراض مثل ASPD.,دليل منظمة الصحة العالمية للصحة النفسية
ما هو انقطاع التنفس أثناء النوم,اضطراب تنفسي مرتبط بالنوم يتميز بنوبات متكررة من انسداد مجرى الهواء العلوي أثناء النوم، مما يسبب انقطاع الراحة الليلية.,قاعدة بيانات مرجعية لطب النفس من مايو كلينيك
كيف يمكنني الحفاظ على الروابط الاجتماعية؟ ماذا لو شعرت بالوحدة؟,الكثير من الناس وحيدون الآن، لكن لا يجب أن نكون وحيدين. نحن جميعًا في هذا معًا. بالرغم من أنك قد تكون منفصلًا جسديًا عن الأصدقاء وأفراد العائلة وغيرهم من الأحباء، لم يكن الحفاظ على تلك الروابط الاجتماعية مهمًا أكثر من الآن. الروابط الاجتماعية هي فرصة للبحث عن الدعم ومشاركته، والتحدث عن المشاعر الصعبة، ومشاركة الضحك، ومتابعة التطورات مع الأحباء، ومساعدة بعضنا البعض على التأقلم. هذه الجائحة تمثل عبئًا كبيرًا لشخص واحد بمفرده. على الرغم من أن تدابير مثل التباعد الجسدي والعزل الذاتي ضرورية لإبطاء انتشار الفيروس، إلا أن الفصل الجسدي يمكن أن يضخم الكثير من المشاعر التحدية مثل الوحدة والخوف. فكر في الطرق المختلفة للتواصل التي تعني لك أكثر. على سبيل المثال، قد تفضل دردشة فيديو بدلًا من مكالمة هاتفية، أو قد تفضل المراسلة طوال اليوم بدلًا من وقت محدد لمكالمة فيديو واحدة. ثم، اتفق مع شبكاتك الاجتماعية على وضع خطة. قد تجري دردشة فيديو مع أصدقائك المقربين في المساء وتجري مكالمة هاتفية مع أحد أفراد العائلة مرة في الأسبوع. تذكر أن تكون واعيًا للأشخاص الذين قد لا يكونون على الإنترنت. تواصل معهم عبر الهاتف واطرح كيف يمكنك المساعدة. جودة روابطك الاجتماعية مهمة. التصفح العشوائي على وسائل التواصل الاجتماعي والإعجاب ببضع منشورات عادة لا تبني روابط اجتماعية قوية. تأكد من التركيز على استراتيجيات تجعلك فعليًا تشعر بالاندماج والتواصل. إذا لم تساعدك استراتيجياتك الحالية على الشعور بالاتصال، حاول حل المشكلة لترى ما إذا كان بإمكانك إيجاد حل. الجميع يشعر بالوحدة أحيانًا - ربما انتقلت مؤخرًا إلى مدينة جديدة، أو تغيرت دائرة أصدقائك، فقدت شخصًا مهمًا في حياتك، أو فقدت وظيفتك وفقدت أيضًا الروابط الاجتماعية المهمة مع زملاء العمل. قد يكون لدى بعض الأشخاص روابط جسدية مع آخرين لكنهم يشعرون أن احتياجاتهم العاطفية أو الاجتماعية غير ملباة. تدابير مثل التباعد الاجتماعي أو العزل الذاتي يمكن أن تجعل الشعور بالوحدة أسوأ مهما كان سبب شعورك بالوحدة الآن. تواصل مع الروابط التي لديك. اقترح طرقًا للحفاظ على الاتصال وانظر إذا كان يمكنك تحديد وقت منتظم للتواصل. قد يتردد الناس في الوصول لسبب ما، لذلك لا تخف أن تكون الشخص الذي يبادر. ابحث عن مجموعات دعم المجتمع المحلية ومجموعات المساعدة المتبادلة على وسائل التواصل الاجتماعي. هذه الجائحة تجمع الجميع معًا، لذا ابحث عن فرص لتكوين علاقات جديدة. هذه المجموعات طريقة رائعة لمشاركة مهاراتك وقدراتك أو طلب الدعم والمساعدة. ابحث عن مجموعات دعم متخصصة. تنقل مجموعات الدعم إلى الإنترنت، وهناك العديد من خطوط الدعم التي يمكنك الاتصال بها إذا احتجت إلى التحدث مع شخص ما. للعثور على خدمات مجتمعية في بريتيش كولومبيا، اتصل أو أرسل رسالة نصية إلى 211 أو زر www.bc211.ca. إذا كنت تحتاج إلى دعم إضافي، يمكنك التحدث مع أخصائي نفسي أو مستشار مجانًا يمكنك الوصول إلى مكالمة هاتفية مجانية مع أخصائي نفسي مسجل من خلال خدمة الدعم النفسي لكوفيد-19 من جمعية علماء النفس في بريتيش كولومبيا. زور www.psychologists.bc.ca/covid-19-resources. يمكنك الحصول على دعم قصير الأمد مجاني عبر الهاتف من مستشار من مجموعة جديدة تسمى شبكة الصحة النفسية لكوفيد-19 في بريتيش كولومبيا. راسل bccovidtherapists@gmail.com لتحديد موعد. للشباب من عمر 12-24 عامًا، يمكنك التحدث مع مستشار مجانًا عبر Foundry Virtual. زور foundrybc.ca/get-support/virtual. اتصل بخط دعم الصحة النفسية في بريتيش كولومبيا على 310-6789. الخدمة متاحة طوال الوقت. دردش عبر الإنترنت مع متطوع في مركز الأزمات على www.crisiscentrechat.ca يوميًا بين الظهر والساعة 1:00 صباحًا. للبالغين الأكبر سنًا اتصل بخط كبار السن للمساعدة على 604-872-123. للشباب والشابات دردش عبر الإنترنت مع متطوع على www.YouthinBC.com يوميًا بين الظهر والساعة 1:00 صباحًا. للأطفال والشباب، اتصل بخط مساعدة الأطفال على 1-800-668-6868 أو زر kidshelpphone.ca. للنصائح حول إدارة الوحدة، اطلع على الموارد التالية التكيف مع الوحدة من الجمعية الكندية للصحة النفسية cmha.bc.ca/documents/coping-with-loneliness الوحدة والاتصال الاجتماعي عدد مجلة Visions على www.heretohelp.bc.ca/visions/loneliness-and-social-connection-vol14 الوحدة الصحية 3 الدعم الاجتماعي على www.heretohelp.bc.ca/wellness-module/wellness-module-3-social-support,دليل منظمة الصحة العالمية للصحة النفسية
ما هو السلبية؟,استجابة سلوكية كاتاتونية تُميز بالمقاومة بدون دافع لكافة التعليمات السريرية أو تنفيذ أفعال معاكسة.,الدليل التشخيصي والإحصائي للاضطرابات النفسية الإصدار الخامس DSM-5
إذا كان القنب خطيرًا، فلماذا نقوم بتقنينه؟,على سبيل المثال، دخان القنب يحتوي على سموم مسببة للسرطان. ومع ذلك، خطر تطوير بعض أنواع السرطان مثل الفم واللسان والرئة أقل للمدخنين القنب مقارنة بمدخني التبغ، جزئيًا لأنهم يميلون إلى التدخين أقل من مستخدمي التبغ. وبينما تؤثر جميع المخدرات على الدماغ، فإن خصائص المخدر نفسها تؤثر على مستوى خطر العواقب الضارة. على سبيل المثال، تبدو الآثار السلبية للقنب على الدماغ أقل من آثار بعض المواد مثل الكحول. تقنين القنب يوفر فرصة لوضع لوائح لتقليل الأضرار المحتملة. خطر شراء واستخدام أي مخدر غير قانوني هو أنه لا يمكننا التأكد تمامًا من محتواه.,دليل الصحة النفسية لمنظمة الصحة العالمية
هل يمكنني الحصول على مساعدة في دفع تكلفة الأدوية الموصوفة؟,تغطي BC PharmaCare تكلفة بعض الأدوية من خلال Plan G، خطة الأدوية النفسية، للأشخاص الذين يحتاجون إلى الدواء ليكونوا بخير ولكن لا يستطيعون تحمل تكلفته. يجب على طبيبك أو ممارس تمريض تقديم طلب تغطيتك نيابة عنك. تستمر التغطية عادة لمدة سنة واحدة، ثم يمكنك إعادة التقديم إذا لزم الأمر. تحدث إلى فريق الرعاية الخاص بك إذا كنت مهتمًا بـ Plan G.,World Health Organization Mental Health Manual
ما هو الوهم؟,اعتقاد ثابت وخاطئ يتمسك به بشدة على الرغم من وجود دليل واضح وثابت ومتعارض على العكس، خارج السياق الثقافي.,الدليل التشخيصي والإحصائي للاضطرابات النفسية الطبعة الخامسة DSM-5
ما هو الرقص البطيء تالديفي,متلازمة عصبية ناجمة عن الاستخدام طويل الأمد لأدوية النيوروليبتيك، تتميز بحركات لا إرادية من نوع الكوريوأثيتويد للسان والوجه.,Oxford Textbook of Psychiatry
كيف يمكنني الحصول على مساعدة لدفع ثمن أدويتي؟,بعض شركات الأدوية تقدم برامج مساعدة للوصفات الطبية للأفراد والعائلات الذين يعانون من احتياجات مالية، بينما تقدم شركات أخرى بطاقات خصم خاصة على الأدوية. عادة ما تتطلب هذه البرامج موافقة الطبيب وإثبات حالتك المالية. قد تتطلب أيضًا أن لا يكون لديك تأمين صحي أو لا يشمل التأمين الخاص بك مخصصات لأدوية الوصفات. بالإضافة إلى ذلك، هناك برامج وصفات طبية قد تكون مؤهلاً لها. زر Healthfinder.gov لمعرفة المزيد.,دليل الصحة النفسية لمنظمة الصحة العالمية
ما الفرق بين تعاطي المخدرات والإدمان؟,"يميل الناس إلى استخدام كلمة إدمان بمعانٍ مختلفة جدًا. قد تعني عبارة ""أنا مدمن تسوق"" فقط أن المتكلم يحب التسوق. من ناحية أخرى، قد تعني عبارة ""هو مدمن"" أن المتحدث يعتقد أن الشخص الآخر غير قادر تمامًا على التحكم في سلوكه الخاص. عندما يستخدم الناس هذه الكلمة لوصف المواد النفسية المؤثرة مثل الكحول أو التبغ أو المخدرات الأخرى، يفترضون غالبًا أن هذه المخدرات خطرة ولها القدرة على التحكم في سلوك الإنسان. إلا أن الأدلة تشير إلى صورة مختلفة تمامًا. على الرغم من أن تعاطي المواد يمكن أن يساهم بوضوح في مشكلات صحية واجتماعية، إلا أن المواد يمكن أن تكون مفيدة لبعض الأشخاص في بعض الحالات. على سبيل المثال، يحتفل الكثيرون بمناسبة خاصة بكأس جيد من النبيذ. يستخدم بعض الناس التبغ كرمز قوي في الاحتفالات الثقافية والروحية. في الواقع، استخدم البشر المواد على مر التاريخ لأسباب عديدة مثل الشعور جيدًا، الشعور بتحسن، تحسين الأداء، لأسباب ثقافية وروحية، ولتجارب جديدة. استخدام المواد أكثر تعقيدًا من مجرد كونها جيدة أو سيئة. من المفيد التفكير في استخدام المواد على طيف، من الاستخدام المفيد إلى الاستخدام الضار. على منتصف الطيف، قد يكون استخدام المادة مفيدًا وضارًا في آن واحد. مثلاً، تستمتع بليلة مع الأصدقاء، لكن تشعر بوعكة بسيطة في اليوم التالي. في نهاية الطيف، قد يُطور بعض الأشخاص الاعتماد حيث يحتاجون إلى الاستمرار في استخدام المخدر للشعور بالوضع الطبيعي ويستمرون في الاستخدام حتى وإن أدى ذلك لمشاكل مالية أو مشاكل في المنزل أو العمل أو صحية أو قانونية. عمومًا، يصبح استخدام المادة مشكلة عندما يسبب مشاكل لك أو للآخرين، وكمية الاستخدام التي تسبب مشاكل تختلف من شخص لآخر وفي مواقف مختلفة. سبب استخدام الشخص للمادة يؤثر على خطر تطوير المشكلات. على سبيل المثال، إذا استخدم الشخص مادة للترفيه، فقد يتبع ذلك استخدام اجتماعي عرضي فقط. لكن إذا استخدم الشخص مادة للتعامل مع مشكلة طويلة الأمد مثل القلق الاجتماعي، فقد يتبع ذلك استخدام أكثر دوامًا وشدة. إدارة مخاطرنا تتضمن الوعي بسبب استخدامنا وما تأثير استخدامنا على أنفسنا ومن حولنا. حكمة أسلافنا تشير إلى مبدأ إرشادي: ليس كثيرًا، وليس كثيرًا جدًا، وفقط في سياقات آمنة.",دليل الصحة النفسية لمنظمة الصحة العالمية
ما هو بث الأفكار,الوهم الثابت بأن الأفكار الخاصة للشخص تُبث بشكل مسموع إلى العالم الخارجي بحيث يمكن للآخرين قراءتها.,الدليل التشخيصي والإحصائي للاضطرابات النفسية الطبعة الخامسة DSM-5
ما هو اللدونة العصبية,اللدوة العصبية هي القدرة الهيكلية والوظيفية لشبكات الأعصاب على إعادة التوصيل والتنظيم استجابة للمحفزات البيئية.,دليل الصحة العقلية لكلية الطب بجامعة هارفارد
ما هو التحالف العلاجي,العلاقة التعاونية والمبنية على الثقة بين المعالج والمريض والتي تشكل أساس نجاح العلاج.,جمعية علم النفس الأمريكية - إرشادات سريرية
لماذا الضحك مهم للصحة النفسية؟,الضحك يقلل من هرمون الكورتيزول ويطلق مواد كيميائية تجعل الشخص يشعر بالسعادة التي تقلل التوتر بشكل طبيعي وتربط بين الناس.,دليل منظمة الصحة العالمية للصحة النفسية
ما هو رهاب الأوساخ؟,خوف مرضي شديد من التلوث أو الأوساخ أو الجراثيم أو التقاط العدوى البيولوجية، مما يحفز بقوة طقوس تنظيف اضطراب الوسواس القهري.,قاعدة بيانات الطب النفسي لمركز مايو كلينك
ما هو التخصيص,انحراف حيث يتحمل الفرد كامل المسؤولية عن أحداث خارجية كانت خارج نطاق سيطرته المباشرة.,معهد بيك للعلاج السلوكي المعرفي
ما هي متلازمة السيروتونين,حالة سامة محتملة الخطورة ناجمة عن نشاط مفرط للسيروتونين، تظهر بفرط ردود الفعل العصبية، والرعشة، وتغيرات في الحالة الذهنية، وتغيرات في الجهاز العصبي الذاتي.,Oxford Textbook of Psychiatry
ما هو MSP؟,MSP تعني خطة الخدمات الطبية. إنها برنامج تأمين صحي تديره الحكومة للأشخاص الذين يعيشون في كولومبيا البريطانية، كندا. تغطي MSP أشياء مثل مواعيد الأطباء، ومواعيد الأطباء المتخصصين مثل أطباء النفس، والإقامات في المستشفى التي تحتاجها لعلاج مشكلة طبية. يجب على كل من يعيش في BC التسجيل في MSP. تدفع رسومًا شهرية بناءً على دخلك. بعض أماكن العمل تغطي تكاليف رسوم MSP نيابة عنك. لمعرفة المزيد عن MSP، اضغط هنا. إذا كانت لديك أسئلة حول التقديم أو إدارة تغطيتك في MSP، اتصل بـ Health Insurance BC على 604 683-7151 في المنطقة السفلى أو 1-800-663-7100 في بقية BC. دوامهم من الاثنين إلى الجمعة من 8:00 صباحًا إلى 4:30 مساءً. يمكنك أيضًا الحصول على المساعدة شخصيًا في مكتب Service BC المحلي الخاص بك. إذا كنت جديدًا في BC، يجب عليك الانتظار لمدة ثلاثة أشهر قبل التسجيل في MSP. أحضر بطاقة الرعاية الخاصة بك أو بطاقة خدمات BC معك عندما تذهب إلى المواعيد الطبية أو تستخدم الصيدلية.,World Health Organization Mental Health Manual
متى يكون استخدام المواد مشكلة؟ أين يمكنني الذهاب للحصول على المساعدة؟,لكل شخص علاقة مختلفة مع المواد مثل الكحول والمخدرات الأخرى، ويستخدم الناس المواد لأسباب مختلفة. ما هو مفيد لبعض الأشخاص قد يسبب مشاكل للآخرين، أو لنفس الشخص في مواقف مختلفة. لمعرفة المزيد عن استخدام المواد، اطلع على Understanding Substance Use A health promotion perspective. للمزيد عن دعم شخص آخر، مورد مفيد هو Helping People who Use Substances A health promotion perspective. لمساعدتك في التفكير في علاقتك مع المواد، كتاب العمل You and Substance Use Stuff to think about...and ways to make changes هو كتاب رائع. سلسلة أخرى، Making Healthier Choices about Substance Use Tips for cutting back or quitting، تحتوي على الكثير من النصائح والموارد المفيدة إذا كنت ترغب في تغيير طريقة استخدامك للكحول، الماريجوانا، الأدوية، الميثامفيتامين، والتبغ. إذا كنت أنت أو شخص تهتم به بحاجة إلى المزيد من المساعدة، فاتصل بخدمة إحالة معلومات الكحول والمخدرات للعثور على الدعم في منطقتك. للحصول على المساعدة في أي مكان في BC، اتصل على 1-800-663-1441. في منطقة فانكوفر الكبرى، اتصل على 604-660-9382. لمعرفة المزيد عن استخدام المواد، قم بزيارة مركز أبحاث الإدمان في BC.,World Health Organization Mental Health Manual
ما هو اضطراب العاطفة الموسمية,هو عرض دوري لاضطراب الاكتئاب الرئيسي حيث تظهر الأعراض بشكل متوقع في أشهر الشتاء وتختفي في الربيع.,الدليل الإكلينيكي للمعهد الوطني للصحة النفسية
ما هو اضطراب الشخصية التجنبية,يتميز بكبح اجتماعي شديد، ومشاعر عميقة بعدم الكفاءة، وحساسية مفرطة جدًا تجاه النقد السلبي، مما يسبب العزلة.,الدليل التشخيصي والإحصائي للاضطرابات النفسية الطبعة الخامسة DSM-5
ما هو التصوير العصبي الهيكلي,استخدام تقنيات المسح بالرنين المغناطيسي أو التصوير الطبقي المحوري لتقييم التكوين الفيزيائي وسلامة أنسجة الدماغ لدى المرضى النفسيين.,قاعدة بيانات الأدلة السريرية لطب النفس في مجلة لانست
ما هو اضطراب الشخصية المعادية للمجتمع,اضطراب في الشخصية يتميز بنمط واسع من التجاهل لانتهاك حقوق الآخرين، مع غياب كامل للتعاطف.,الدليل التشخيصي والإحصائي للاضطرابات النفسية الطبعة الخامسة DSM-5
ما هو رهاب الفتحات,رهاب الفتحات هو حالة قلق يتجنب فيها المريض الأماكن المفتوحة أو وسائل النقل العامة لأن الهروب قد يكون صعبًا أثناء نوبة الذعر.,قاعدة بيانات طب النفس في مايو كلينيك
ما الفرق بين العلاج السلوكي المعرفي والعلاج السلوكي الجدلي؟,العلاج السلوكي المعرفي CBT والعلاج السلوكي الجدلي DBT هما شكلان من العلاج النفسي أو العلاج بالكلام. في كلاهما، تعمل مع مختص صحي نفسي لتتعرف أكثر على التحديات التي تواجهها وتتعلّم مهارات تساعدك على إدارة هذه التحديات بنفسك. يعلمك العلاج السلوكي المعرفي كيف تؤثر أفكارك ومشاعرك وسلوكياتك على بعضها البعض. على سبيل المثال، إذا كنت تعتقد أن الناس لا يحبونك (فكرة)، قد تتجنب المواقف الاجتماعية (سلوك) وتشعر بالوحدة (شعور). ومع ذلك، يعلمك CBT كيف تستخدم هذه العلاقات لمصلحتك – تغيير إيجابي في عامل واحد (تغيير فكرة أو سلوك) يمكن أن يؤدي إلى تغييرات إيجابية في العوامل الأخرى. CBT هو نهج ثبت بالأبحاث فعاليته لكثير من مشاكل الصحة النفسية، بما في ذلك الاكتئاب، واضطرابات القلق، واضطرابات الأكل، ومشاكل تعاطي المخدرات. CBT منظم، قصير الأمد، موجه نحو الأهداف ومركز على الحاضر. يبدأ بالتثقيف حول المرض النفسي أو التحدي المحدد وكيف يؤثر عليك. بعد ذلك، تتعلم وتمارس مهارات واستراتيجيات مثل حل المشكلات أو التفكير الواقعي لمساعدتك على إحداث تغييرات في أفكارك ومشاعرك وسلوكياتك. تتعلم كيف تستخدم مهاراتك الجديدة للتعامل مع المشاكل في المستقبل. العلاج السلوكي الجدلي DBT يستند إلى CBT، مع تركيز أكبر على الجوانب العاطفية والاجتماعية. تم تطوير DBT لمساعدة الأشخاص على التعايش مع المشاعر الشديدة أو غير المستقرة والسلوكيات الضارة. DBT هو نهج قائم على الأدلة لمساعدة الأشخاص على تنظيم العواطف. بدأ كعلاج لاضطراب الشخصية الحدية، وتظهر الأبحاث الحالية أنه قد يساعد في العديد من الأمراض العقلية أو المخاوف المختلفة، خصوصًا إيذاء النفس. الفروق الرئيسية بين CBT و DBT هي القبول والعلاقات. يعلمك DBT أن تجاربك حقيقية، ويعلمك كيفية قبول نفسك بغض النظر عن التحديات أو التجارب الصعبة. العلاقات مهمة جدًا في DBT بما في ذلك العلاقة بينك وبين معالج DBT. قد تكون هناك متابعات متكررة لمناقشة النجاحات أو المشاكل. قد يشمل العلاج مزيجًا من الجلسات الفردية والجماعية. بالإضافة إلى مهارات CBT، تتعلم مهارات إدارة عواطفك، وبناء العلاقات مع الآخرين، والتكيف الجيد مع المشاكل أو الضيق، والقبول واليقظة الذهنية. كما هو الحال مع العديد من علاجات الكلام، يستغرق الاستفادة من مهارات CBT وDBT وقتًا وجهدًا. لكن بمجرد أن تتقن المهارات بدعم من معالجك، غالبًا ما تصبح مهاراتك واستراتيجياتك الجديدة طبيعية تمامًا – أدوات تدوم مدى الحياة.,الجمعية الأمريكية لعلم النفس، إرشادات طبية
أين يمكنني العثور على مواد المساعدة الذاتية للقلق؟,المصادر الذاتية للمساعدة ليست بديلاً عن التشخيص أو العلاج. إذا كانت لديك مخاوف بشأن المزاج المنخفض، فمن الأفضل التحدث إلى طبيبك أولاً واستبعاد الأسباب الجسدية لأعراضك. ومع ذلك، بمجرد التحقق مع طبيبك، يمكن أن تكون مواد المساعدة الذاتية طريقة رائعة لمعرفة المزيد عن القلق وممارسة مهارات مختلفة بوتيرتك الخاصة أو بين جلسات العلاج. إليك بعض الموارد التي يمكن الاطلاع عليها: لدى Anxiety Canada مصادر للمساعدة الذاتية وأدوات عمل وأوراق عمل وفيديوهات عن القلق واضطرابات القلق للأطفال وأولياء أمورهم والمراهقين والبالغين والأمهات الحوامل والجدد على www.anxietycanada.com. تطبيق MindShift الخاص بهم يعلم مهارات تساعد المستخدمين على إدارة القلق والاسترخاء والعيش بشكل جيد. على الرغم من تصميمه للمراهقين والشباب، يمكن للبالغين الآخرين الاستفادة منه أيضًا. يمتلك مركز Kelty Mental Health Resource قائمة بالمواقع الموصى بها وأدوات العمل والكتب والموارد الأخرى للأطفال والمراهقين. لدى برنامج BC Reproductive Mental Health Program في خدمات الصحة النفسية واستخدام المواد في كولومبيا البريطانية دليل إدارة ذاتية للنساء اللاتي يعانين من القلق أثناء وبعد الولادة يسمى Coping With Anxiety During Pregnancy and Following the Birth. Moodjuice هو برنامج في المملكة المتحدة يقدم مساعدة ذاتية ومعلومات عن العديد من القضايا النفسية، بما في ذلك دليل المساعدة الذاتية للقلق الخاص بهم. إذا كنت ترغب في الحصول على مساعدة لحالة قلق محددة، قم بزيارة www.moodjuice.scot.nhs.uk للبحث عن أدلة أخرى. هناك العديد من الكتب وكتب العمل المتاحة لمساعدة الأشخاص الذين يعانون من مشاكل القلق. تحدث إلى فريق الرعاية الصحية النفسية للحصول على توصيات. توجد مكتبات متخصصة في مواد الصحة النفسية والرفاهية، مثل Odin Books في فانكوفر. داخل كولومبيا البريطانية، يمكنك أيضًا استعارة الكتب مجانًا من مركز دعم الأسرة والموارد في مستشفيات الأطفال والنساء في BC. لديهم العديد من المواد المساعدة الذاتية والمرجعية عن الاكتئاب للنساء وشركائهن، وللوالدين، وللأطفال والشباب. إذا كنت ترغب في مواد مساعدة ذاتية مع دعم إضافي من شخص، فإن برنامج Bounce Back Reclaim Your Health هو برنامج مساعدة ذاتية موجه لسكان كولومبيا البريطانية الذين يعانون من مزاج منخفض أو قلق من خفيف إلى متوسط. يمكنك الحصول على قرص DVD يحتوي على نصائح لمساعدتك على التعرف على أعراض القلق وإدارتها، أو يمكنك تعلم مهارات أكثر عمقًا في سلسلة من كتب العمل التي تكملها في المنزل. تعمل مع مدرب مدرب من الجمعية الكندية للصحة النفسية الذي يقدم الدعم والنصيحة عبر الهاتف أو مؤتمرات الفيديو. Bounce Back مجاني مع إحالة من الطبيب. لمزيد من المعلومات، قم بزيارة www.bouncebackbc.ca. إذا كنت ترغب في الوصول إلى مواد Bounce Back بدون مدرب أو إحالة، يمكنك ذلك عبر الإنترنت في BC على www.bouncebackonline.ca.,National Institute of Mental Health Clinical Guide
ما هي أفازيا ويرنيك,اضطراب في إنتاج اللغة طليق حيث يكون إنتاج الكلام اللفظي بلا جهد هيكلي ولكنه خالٍ تمامًا من المعنى أو الفهم الواقعي.,دليل الصحة النفسية لكلية الطب جامعة هارفارد
ما هو الديستيميا,شكل مزمن من اضطراب المزاج الاكتئابي يكون أقل شدة من الاكتئاب الكبير ولكنه يستمر بشكل مستمر لمدة لا تقل عن سنتين.,الدليل التشخيصي والإحصائي للاضطرابات العقلية الإصدار الخامس DSM-5
