Questions,Answers,References
Jab mein khoya hua mehsoos karta hoon to breakup kaise handle karun?,Apni zaati shanakht par tawajju dein. Purane shoq dubara hasil karein aur un doston ke saath waqt guzaarein jo aapko qadr den.,World Health Organization Mental Health Manual
Zehrili kaam ki jagah ko behtareen tareeke se kaise handle kiya jaye?,"Sab kuch document karein, sakht professional hudood muqarrar karein, aur apni mojooda performance barqarar rakhte hue ek sehatmand kaam ki jagah talaash karna shuru karein.",World Health Organization Mental Health Manual
Agar meri koi motivation na ho to main exercise kaise shuru karun?,Sirf 5 minute chalna shuru karein. Aksar shuru karne ka amal hi motivation paida karta hai jari rakhne ke liye.,World Health Organization Mental Health Manual
Zeheniat ke liye hansna kyun zaroori hai?,Hansna cortisol ko kam karta hai aur wo khushi k chemicals release karta hai jo fitri tor par stress ko kam karte hain aur logon ko jorta hain.,World Health Organization Mental Health Manual
Caretaker hone ke stress ko main kaise manage karun?,Khali pyale se paani nahi diya ja sakta. Support group join karein aur apni khud ki zarooriyat ke liye waqt nikaalain respite care ke liye.,World Health Organization Mental Health Manual
Kya creative shoqon se depression mein madad mil sakti hai?,"Ji haan, painting, moseeqi ya baghbani jaise funoon aise haalat paida karte hain jo manfi khayalat se door karte hain aur maharat barhati hain.",National Institute of Mental Health Clinical Guide
Main apni zindagi ko apne doston ki zindagi se muqabla karna kaise band karun?,Yaad rakhein ke aap apni chupi hui kahani ko unki chhupi hui khushiyon se muqabla kar rahe hain. Har kisi ke apne masail hote hain jo wo social media par share nahi karte.,World Health Organization Mental Health Manual
Box breathing kya hai?,"4 ki ginti tak saans andar lein, 4 ki ginti tak rokein, 4 ki ginti tak saans bahar chhorain, phir 4 ki ginti tak rokein. Yeh ek taqatwar tareeqa hai jo behtreen performers dabao ke neeche pur-sukoon rehne ke liye istemal karte hain.",World Health Organization Mental Health Manual
Mein therapy jaate rehne ke liye apni motivation kaise barqarar rakh sakta hoon?,"Isay apne zehan ke liye gym samjho. Taraqqi hamesha seedhi line mein nahi hoti, lekin mustaqil koshish se lambi muddat mein khaas taraqqi hoti hai.",American Psychological Association Clinical Guidelines
Mujhe chhote ghar ke kaamon se itna zahni bojh kyu mehsoos hota hai?,Yeh aksar executive dysfunction hota hai. Ek chhota sa kaam chunain jaise sirf do plates dhona aur baaki abhi ignore karain.,World Health Organization Mental Health Manual
Naye shehar mein tanhaai kaise jhootibara karoon?,"Maqami dilchaspi groups join karain, doston se milne ke liye apps istimaal karain, aur ek hi coffee shop baar baar jayein taake regular ban kar logon se mil saken.",World Health Organization Mental Health Manual
Zehen ki stability ke liye routine ki kya ahmiyat hai?,"Routine rozana leni wali faislon ki tadaad kam karta hai, jo zehni bojh kam karta hai aur hifazat ka ehsas deta hai.",World Health Organization Mental Health Manual
Main negative soch ke spiral ko kaise rok sakta hoon?,"Apne jism ko physically hilao, walk per jao ya jis kamre mein ho usay badlo taake zehni loop toot jaye aur apni tawajju dobara hasil karo.",World Health Organization Mental Health Manual
Agar mujhe lage ke main har cheez mein nakaam ho raha hoon toh mujhe kya karna chahiye?,"Aaj ki kisi ek chiz ko pehchano jo tumne achi tarah ki, chahe woh chhoti hi kyu na ho. Kamyabi ko perfection achieve karne ki bajaye sirf maujood rehne ke taur par dekho.",World Health Organization Mental Health Manual
Aap kaise hain?,Main theek hoon. Main ek AI assistant hoon jo aapke zehni sehat aur psychiatry se related sawalat ke jawab dene ke liye hoon.,OpenAI Clinical System Framework
Aap kya kar rahe hain?,Main data inputs process kar raha hoon taake psychology aur diagnosis ke meyar ke mutaliq maloomat faraham kar sakoon.,OpenAI Clinical System Framework
Hello,Hello. Barae meharbani batayein ke aaj main aap ki zehni sehat ke sawaalat mein kaise madad kar sakta hoon.,OpenAI Clinical System Framework
Thank you,Aap ka bohat shukriya. Main hamesha aap ke liye nafsi ya tashkheesi mozoat wazeh karne mein khushi mehsoos karta hoon.,OpenAI Clinical System Framework
Who are you,Main MINDWELL hoon aur main aik artificial intelligence nizam hoon jo daleel par mabni zehni sehat ki wazahat faraham karta hai.,OpenAI Clinical System Framework
Good morning,Good morning. Umeed hai ke aap ka din munazzam aur mutawazan guzray ga.,OpenAI Clinical System Framework
Good night,Good night. Aaraam deh aur mustaqil neend ka routine sehat ke liye bohat zaroori hai.,OpenAI Clinical System Framework
Are you a doctor,"Nahi, main aik AI model hoon. Mere jawab sirf maloomati maqsad ke liye hain aur clinical checkup ki jagah nahi le sakte.",OpenAI Clinical System Framework
Can you help me,"Ji haan, main aap ki madad kar sakta hoon jis tarah mai zehni bemariyon ke alamat, tashkhees aur ilaji models ki tafseel du.",OpenAI Clinical System Framework
What is your name,Mera naam MINDWELL hai aur main aap ka automated mental health maloomati database assistant hoon.,OpenAI Clinical System Framework
Cognitive Behavioral Therapy kya hai,Cognitive Behavioral Therapy ek makhsoos rawaiyaati ilaj hai jo mareezon ko unke zehni ghalat fehmiyon ki pehchan karne aur door karne mein madad deti hai.,American Psychological Association Clinical Guidelines
Generalized Anxiety Disorder ke bunyadi khusoosiyat kya hain,Bunyadi khusoosiyat mein rozana zindagi ke waqiat ke hawalay se musalsal aur qaboo se bahar fikr shamil hai jiske sath bechaini aur shadeed autonomic aaghaaz hota hai.,Diagnostic and Statistical Manual of Mental Disorders Fifth Edition DSM-5
Major Depressive Episode ke asli alamaat kya hain,"Alamaat mein harkat mein dilchaspi ki kami, ghamgin mizaj, zyada neend aana, wazan mein tabdeeli, aur do hafton tak kamzori shamil hain.",Diagnostic and Statistical Manual of Mental Disorders Fifth Edition DSM-5
SSRI dawaein depression ko kaise manage karti hain,Selective Serotonin Reuptake Inhibitors dimag ki synapses mein serotonin ke reuptake ko rok kar mood ko behtar banane wali transmission ko barhati hain.,Oxford Textbook of Psychiatry
Dialectical Behavior Therapy kya hai,Dialectical Behavior Therapy ek zehni tabdeeli ka zariya hai jo chronic jazbati beqarari aur borderline khasaais ko nishana banata hai.,American Psychological Association Clinical Guidelines
Bipolar I Disorder ki wazahat kya hai,Bipolar I Disorder ek tibbii tashkhees hai jo kam az kam aik manic episode ka mutalib karta hai jo eham samaji ya pesha vari nuqsan paida karta hai.,Diagnostic and Statistical Manual of Mental Disorders Fifth Edition DSM-5
Bipolar II Disorder ki wazahat kya hai,Bipolar II Disorder mein sewari manic rawaiye ke baghair hypomanic aur major depressive episodes ki tareekhi mojoodgi zaroori hai.,Diagnostic and Statistical Manual of Mental Disorders Fifth Edition DSM-5
Post-Traumatic Stress Disorder kya hai,"Post-Traumatic Stress Disorder aik anxiety ki halat hai jo shadeed saaqat ke baad paida hoti hai, jis mein dil kharab karne wale yaadon, parhez, aur hyperarousal shamil hain.",National Institute of Mental Health Clinical Guide
Obsessive-Compulsive Disorder ke clinical markers kya hain,"Markers mein persistent, intrusive khayalat shamil hain jo ke sakht behavior loops ke sath hote hain jo temporary distress ko kam karte hain.",Diagnostic and Statistical Manual of Mental Disorders Fifth Edition DSM-5
Borderline Personality Disorder ki tashreeh kya hai,"Yeh ek mustaqil pattern hai jis mein shadeed interpersonal conflict, unstable self-image, badalta hua mood, aur khud tabah karne wali impulsivity shamil hai.",Diagnostic and Statistical Manual of Mental Disorders Fifth Edition DSM-5
Dopamine ka dimagh mein kya kirdar hai,"Dopamine ek bunyadi neurotransmitter ke taur par kaam karta hai jo reward pathways, motor coordination, motivation, aur executive decision structures ko chalata hai.",Lancet Psychiatry Clinical Evidence Database
Neuroplasticity kya hai,Neuroplasticity neural networks ki structural aur functional salahiyat hai jo environment ke mutabiq apni wiring aur tanzeem dobara karti hai.,Harvard Medical School Mental Health Guide
Panic disorder ke alamatein kya hain,Symptoms mein barri paniq attacks ka baar baar hona aur mustaqil fikr jo aane wale attacks aur unke khatarnak nataij ke bare mein hoti hai shamil hai.,Diagnostic and Statistical Manual of Mental Disorders Fifth Edition DSM-5
Social Anxiety Disorder kya hai,"Yeh dosron ke samne negative evaluation, sharmindagi ya lookhne ke sath performance ya aaraam da social mulaqaton ke doran intehai dar hai.",National Institute of Mental Health Clinical Guide
Agoraphobia kya hai,Agoraphobia aik anxiety halat hai jahan mareez khuli jagon ya public transit se bachata hai kyun ke panic ke doran bach kar nikalna mushkil ho sakta hai.,Mayo Clinic Psychiatry Reference Database
Schizophrenia ki tashreeh kya hai,"Schizophrenia aik shadeed neurodevelopmental disorder hai jo delusions, auditory hallucinations, flat affect, aur executive impairment se pehchana jata hai.",World Health Organization Mental Health Manual
Schizophrenia mein positive symptoms kya hain?,"Positive symptoms normal functions ki tahrib ko zahir karte hain, jin mein mazboot ghalat aqeeday, sunti hallusinations, aur dhila taluq shamil hain.",Diagnostic and Statistical Manual of Mental Disorders Fifth Edition DSM-5
Schizophrenia mein negative symptoms kya hain?,"Negative symptoms aam functions mein kami ko zahir karte hain, jaise alogia, avolition, anhedonia, flat affect, aur shadeed samaji tanhaayi.",Diagnostic and Statistical Manual of Mental Disorders Fifth Edition DSM-5
Schizoaffective Disorder kya hai?,Yeh diagnosis tab di jati hai jab schizophrenia ke pehlu sath hi sath ek musalsal bari mood episode jaise mania ya depression ke saath mojood hon.,Johns Hopkins Psychiatry Patient Guide
Seasonal Affective Disorder kya hai?,Yeh ek daurani shakal hai major depressive disorder ki jahan symptoms mausam sardiyon mein numayan hotay hain aur bahaar mein theek ho jate hain.,National Institute of Mental Health Clinical Guide
Light Therapy kya hai?,Light therapy me maidanai phototherapy boxes istemal kiye jate hain taake circadian melatonin secretion ko tabdeel kar ke sardiyon ke dauran seasonal depression ko kam kiya ja sake.,Mayo Clinic Psychiatry Reference Database
Executive dysfunction kya hai?,"Executive dysfunction aik neurocognitive kharabi hai jo memory, tawajjo, mansuba bandi, aur maqsad par mabni task shuru karne ki salahiyat ko nuqsan pohanchati hai.",Harvard Medical School Mental Health Guide
Baloogh shuda ADHD ke nishan kya hain?,"Nishaniyon mein shadeed chronic be tawajjo, be intizami, working memory mein kami, bechaini, aur jazbati bezabtgi shamil hain.",National Institute of Mental Health Clinical Guide
Gut-brain axis ka function kya hai?,"Gut-brain axis aik pechida do simti raabta hai jo neural, endocrine, aur immune nizaamon ke zariye gut ko dimagh se jorta hai.",Lancet Psychiatry Clinical Evidence Database
Cortisol kya hai,Cortisol adrenal glands ke cortex se secret hone wala ek aham glucocorticoid hormone hai jo physiological metabolic stress response ko coordinate karta hai.,Oxford Textbook of Psychiatry
Acceptance and Commitment Therapy kya hai,Yeh ek tajrubiati psychological model hai jo acceptance strategies ko commitment patterns ke sath mila kar psychological flexibility ko behtari deta hai.,American Psychological Association Clinical Guidelines
EMDR therapy kya hai,Eye Movement Desensitization and Reprocessing ek aisi method hai jo bilateral sensory tracking use kar ke dimaagh ko traumatic yaadon ko mehfooz tor par process karne mein madad deti hai.,American Psychological Association Clinical Guidelines
Sleep hygiene kya hai,Sleep hygiene ek aisa framework hai jo saboot par mabni sleep environment aur behavior ke qawaid par mabni hota hai taake gehri raat ki neend ko mazboot banaya ja sake.,Mayo Clinic Psychiatry Reference Database
Grounding techniques kya hain,Grounding techniques wo somatic coping skills hain jo anxiety ke daur ko rokne ke liye istamal hoti hain aur tawajju ko local physical senses par shift karti hain.,National Alliance on Mental Illness Educational Handbook
Trauma ki tashreeh kya hai,Trauma aik gehra neurobehavioral response hai jo aise wazeh events par hota hai jo fard ke internal psychological defense mechanisms ko mukammal tor par tod deta hai.,World Health Organization Mental Health Manual
Panic attack kya hai,Panic attack ek achanak tez khauf ya barhawa discomfort ka daur hai jo chand minute mein apni inteha tak pohanchta hai aur jis se jismani seene mein dard hota hai.,Diagnostic and Statistical Manual of Mental Disorders Fifth Edition DSM-5
Cyclothymia kya hai,"Cyclothymia aik chronic, mutaghayyar mood disturbance hai jisme kam az kam do saal tak kai dafa hypomanic aur depressive symptoms hote hain.",Diagnostic and Statistical Manual of Mental Disorders Fifth Edition DSM-5
Antisocial Personality Disorder kya hai?,Ek shakhsiyat ki bemari jo dosron ke huqooq ki barhawaqat nafrat aur khilaf warzi ke saath saath humdardi ki mukammal kami se muzahmat karti hai.,Diagnostic and Statistical Manual of Mental Disorders Fifth Edition DSM-5
Narcissistic Personality Disorder kya hai?,"Ek aisi bemari jismein lambe arsay tak apne aap ko barha chadha kar pesh karna, itni tareef ki iztirab aur dusron ke liye bunyadi humdardi ki kami shamil hai.",Diagnostic and Statistical Manual of Mental Disorders Fifth Edition DSM-5
Avoidant Personality Disorder kya hai?,"Is mein shadeed samaji pabandi, apne aap mein kami ke gehre ehsaas, aur manfi tanqeed par intehai hasasiyat shamil hai, jo tanhayee ka sabab banta hai.",Diagnostic and Statistical Manual of Mental Disorders Fifth Edition DSM-5
Dependent Personality Disorder kya hai?,"Ek shakhsiyat ki haalat jismein zabardast aur mustarid zehni zarurat hoti hai ke kisi ki dekhabhaal ki jaye, jis se ghulami jaisi rawaiyat barh jati hai.",Diagnostic and Statistical Manual of Mental Disorders Fifth Edition DSM-5
Histrionic Personality Disorder kya hai?,Ek zehni haalat jismein jari ehtsaasat ka izhar aur lagataar tawajjo talab karne ka rawaiya shuruat se jawani tak barqarar rehta hai.,Diagnostic and Statistical Manual of Mental Disorders Fifth Edition DSM-5
Schizoid Personality Disorder kya hai?,Samaji talluqat se mukammal alag thalag rehne aur fardoni mohaul mein jazbati izhaar ki bohat mehdood range ka rawaiya.,Diagnostic and Statistical Manual of Mental Disorders Fifth Edition DSM-5
Schizotypal Personality Disorder kya hai?,"Is mein qareebi rishton mein shadid bechaini, zehni ghalat fehmiyaan, ajeebo gareeb rawaiyat, aur ghair mamooli jadui azeemat ya guftagu ke andaaz shamil hain.",Diagnostic and Statistical Manual of Mental Disorders Fifth Edition DSM-5
Anorexia Nervosa kya hai?,"Ik khurak ki bemari jis mein zaroorat ke muqablay mein fuzi taur par kam urja istemal hoti hai, jis se jisam ka wazan bohat kam ho jata hai aur soorat ka ghalat tasavvur hota hai.",Diagnostic and Statistical Manual of Mental Disorders Fifth Edition DSM-5
Bulimia Nervosa kya hai,Ek khanay ki beemari jo bar bar binge khanay ke episodes se hoti hai jis ke baad na munasib compensatory purging rawaiye hote hain taake wazan badhnay se roka ja sake.,Diagnostic and Statistical Manual of Mental Disorders Fifth Edition DSM-5
Binge Eating Disorder kya hai,"Is mein ek makhsoos waqt ke dauran itni zyada ghiza khana shamil hota hai jitni aksar log nahi khayenge, bina kisi purging ke.",Diagnostic and Statistical Manual of Mental Disorders Fifth Edition DSM-5
Body Dysmorphic Disorder kya hai,Ek aisi beemari jisme shakhs apni jismani soorat mein ek ya zyada perceived defects ya nuqsan ki fikr karta hai jo doosron ko nazar nahi aate.,Diagnostic and Statistical Manual of Mental Disorders Fifth Edition DSM-5
Trichotillomania kya hai,"Ek bal khinchnay ki beemari jo apne balon ko bar bar khinchnay ki wajah se hoti hai, jis se bal jharnay aur functional nuqsan hota hai.",Diagnostic and Statistical Manual of Mental Disorders Fifth Edition DSM-5
Excoriation Disorder kya hai,"Skin chhantnay ki beemari jo apni skin ko bar bar chhantnay ki wajah se hoti hai, jis se skin ke zakham aur shadid zaati takleef paida hoti hai.",Diagnostic and Statistical Manual of Mental Disorders Fifth Edition DSM-5
Somatic Symptom Disorder kya hai,Aisi haalat jisme shakhs ko wazeh jismani alamat ka samna hota hai jo kafi tazleel aur sehat ke baare mein ziada fikr ya bechaini se mutaliq hoti hain.,Diagnostic and Statistical Manual of Mental Disorders Fifth Edition DSM-5
Illness Anxiety Disorder kya hai,"Gambhir, be tashkhis medical bemari hone ya usay pane ki fikr jo ke asal mein numayan jismani alamat se mehroom hoti hai.",Diagnostic and Statistical Manual of Mental Disorders Fifth Edition DSM-5
Conversion Disorder kya hai,Aisi haalat jis mein voluntary motor ya sensory function mein tabdeeli hoti hai jo ke kisi maani khaiz neurological ya medical waja se bayan nahi ki ja sakti.,Diagnostic and Statistical Manual of Mental Disorders Fifth Edition DSM-5
Insomnia Disorder kya hai,"Neend ki miqdaar ya quality se musalsal na khushi, jo neend shuru karne mein mushkil, neend banaye rakhne mein takleef, ya subah jaldi uthne ke sath hoti hai.",Diagnostic and Statistical Manual of Mental Disorders Fifth Edition DSM-5
Narcolepsy kya hai,"Ek neurological bemari jo bar bar aisi halat se juri hoti hai jisme neend ki zabardast zarurat mehsoos hoti hai, aur insaan din ke dauran bhi neend mein chala jata hai ya nap karta hai.",Diagnostic and Statistical Manual of Mental Disorders Fifth Edition DSM-5
Sleep Apnea kya hai,"Neend se mutaliq saans lene ki bemari jo neend ke dauran bar bar upper airway rukawatein paida karti hai, jis ki wajah se raat ki neend tukray tukray ho jati hai.",Mayo Clinic Psychiatry Reference Database
Restless Legs Syndrome kya hai,"Taangon ko hilanay ki tamanna jo aam tor par bechaini ke ahsas ke sath hoti hai, aur ye aram ya bekaar rehnay ke dauran shuru ya zyada ho jati hai.",Mayo Clinic Psychiatry Reference Database
Nightmare Disorder kya hai,"Aise khawab jo musalsal bar bar aate hain, bohat zyada na pasandida aur yaad rehnay walay hote hain, aur aksar zindagi, hifazat, ya jismani salamatgi ke khataron se mutaliq hote hain.",Diagnostic and Statistical Manual of Mental Disorders Fifth Edition DSM-5
Sleep Terror Disorder kya hai,"Neend se achanak jaagne ke waqiat bar bar hote hain, jo aam tor par neend ke pehle hissey mein hotay hain, aur panicky cheekh ke sath shuru hotay hain.",Diagnostic and Statistical Manual of Mental Disorders Fifth Edition DSM-5
Somnambulism kya hai,"Aisi halat jo aam tor par sleepwalking ke naam se jani jati hai, jisme neend ke dauran baar baar bistar se uth kar be wajah chalna phirna hota hai aur chehra be tasveer hota hai.",Mayo Clinic Psychiatry Reference Database
Gender Dysphoria kya hai,Apni mehsoos ya zahir ki gayi jinsiyat aur mazkoora asal jinsiyat ke darmiyan zabardast na milna jise clinical tor par ahm takleef ke sath joda jata hai.,Diagnostic and Statistical Manual of Mental Disorders Fifth Edition DSM-5
Oppositional Defiant Disorder kya hai,"Ek bachpan ka disorder jo gusse ya chidhchidhapan ke mood, behas ya nafarmani wale ravayya, ya badla lene ki soch ka kam az kam chay mahine tak mustaqil pattern hota hai.",Diagnostic and Statistical Manual of Mental Disorders Fifth Edition DSM-5
Conduct Disorder kya hai,Naujawanon mein ek takraari rawayya ka pattern jahan dusron ke bunyadi huqooq ya umar ke mutabiq samaji qawaid aam tor par toda jata hai.,Diagnostic and Statistical Manual of Mental Disorders Fifth Edition DSM-5
Intermittent Explosive Disorder kya hai,"Dohra karne wali rawayya wali phatkhariyan jo shadid jazbati dabao par qaboo na pane ki nishani hoti hain, jahan agressiveness ki intensity be inteha barh jati hai.",Diagnostic and Statistical Manual of Mental Disorders Fifth Edition DSM-5
Pyromania kya hai,"Ek khilafwarzi wala disorder jo jaan bujh kar aur maksad ke sath aag lagane ke barra baar waqiat par mabni hota hai, jo andaruni tension ya activation ki wajah se hota hai.",Diagnostic and Statistical Manual of Mental Disorders Fifth Edition DSM-5
Kleptomania kya hai,"Kaam ka saman churaane ke liye jazbati dabao ke samne baar baar apni kapasiat na hone ka amal, jo cheezain naw shakhsi istemal ke liye ya unki keemat ke liye zaroori nahi hoti.",Diagnostic and Statistical Manual of Mental Disorders Fifth Edition DSM-5
Substance Use Disorder kya hai,Ek zehni rawayya jahan shakhs chemical madah istemal karta rehta hai jabke uske nateejon se paida honay wali mushkilat aur dasti amal mein kharabi ho rahi hoti hai.,Diagnostic and Statistical Manual of Mental Disorders Fifth Edition DSM-5
Alcohol Withdrawal Syndrome kya hai,"Jis mein sakht aur lambe arsey tak sharaab peene ke baad uska istemal rok dene par jismani aur zehni alamat ka ikatha hona hota hai, jis mein kampan shamil hai.",World Health Organization Mental Health Manual
Delirium Tremens kya hai,"Sharaab chhorne ke dauran ek shadid aur jaan lewa halat jo gehri uljhan, khudkar hyperactivity, aur zinda tasavvurat wali hallusinations se numaya hoti hai.",Oxford Textbook of Psychiatry
Korsakoffs Syndrome kya hai,"Ek chronic memory disorder hai jo thiamine ki sakht kami ki wajah se hota hai, aam tor par lambi muddat tak sharab ke galat istemal mein dekha jata hai, jo memory ko mutasir karta hai.",Oxford Textbook of Psychiatry
Wernickes Encephalopathy kya hai,"Ek shadeed neurological emergency hai jisme ataxia, ophthalmoplegia, aur acute confusion ka triad hota hai jo vitamin B1 ki sakht kami ki wajah se hota hai.",Oxford Textbook of Psychiatry
Gambling Disorder kya hai,"Musalsal aur dhohrate hue problematic gambling ka rawayya jo clinically aham nuqsan ya pareshani ki taraf le jata hai, jisme rok nahi paana khaas pehchan hai.",Diagnostic and Statistical Manual of Mental Disorders Fifth Edition DSM-5
Delirium kya hai,"Tawajju, agahi, aur bunyadi shaoor mein aik acuti khalal jo chhote arsay mein develop hota hai aur sakhti mein utar chadhav karta rehta hai.",Diagnostic and Statistical Manual of Mental Disorders Fifth Edition DSM-5
Major Neurocognitive Disorder kya hai,"Woh haalat jo pehle dementia ke naam se jani jati thi, jisme aik ya zyada zehni salahiyat ke maydanon mein pehle se kafi girawat hoti hai.",Diagnostic and Statistical Manual of Mental Disorders Fifth Edition DSM-5
Alzheimers Disease kya hai,Ek taraqqi-pasand neurodegenerative bimari hai jis ki khususiyat yaad dasht mein dheere dheere shuru hone aur ahista ahista barhtay hue zehni nuqsan ka hona hai.,Lancet Psychiatry Clinical Evidence Database
Vascular Dementia kya hai,"Ek qisam ka neurocognitive disorder hai jo cerebrovascular disease ki wajah se hota hai, jis mein cognitive aur motor functions mein qadam ba qadam ya musalsal girawat aati hai.",Lancet Psychiatry Clinical Evidence Database
Frontotemporal Lobar Degeneration kya hai,"Zehni behtari ka aik disorder hai jo dimag ke frontal aur temporal lobes ko mutasir karta hai, jis se samaji rawaiye, shakhsiyat, ya zuban mein gehri tabdeeliyan aati hain.",Lancet Psychiatry Clinical Evidence Database
HIV Infection ki wajah se Neurocognitive Disorder kya hai,Ek musannad zehni nuqsan jo seedha insan ke immune deficiency virus ke central nervous system mein takraar ke neurobiological asraat ki wajah se hota hai.,Johns Hopkins Psychiatry Patient Guide
Huntingtons Disease kya hai,"Ek taraqqi-pazeer, warisati neurodegenerative disorder hai jo motor chorea, zehni girawat, aur barjasta zehni bemari ke alamat ke saath pehchana jata hai.",Oxford Textbook of Psychiatry
Prion Disease kya hai,"Ek tezi se barhta hua neurocognitive disorder hai jo transmissible spongiform encephalopathies ki wajah se hota hai, jis se shadid motor ataxia aur dementia paidah hoti hai.",Oxford Textbook of Psychiatry
Pseudodementia kya hai,Ek aisi kliniki surat-e-haal jahan buzurg afraad mein shadid depressive symptoms asal neurodegenerative dementia ke cognitive nuqsanat ki naqal karte hain.,Johns Hopkins Psychiatry Patient Guide
Agraphia kya hai,"Ek makhsoos neurological nuqsan hai jo likhne ki salahiyat kho dene ka sabab banta hai, aam tor par parietal lobe ke nuqsaan se mutaliq hota hai.",Harvard Medical School Mental Health Guide
Alexia kya hai,"Ek haasil shuda neurological disorder hai jo likhi hui matn ko parhnay ki salahiyat kho dene se pehchana jata hai, aksar cerebral vascular stroke ki wajah se hota hai.",Harvard Medical School Mental Health Guide
Aphasia kya hai,"Zabaan ke processing mein haasil shuda nuqsan jo dimag ke makhsoos hissa ke nuqsaan ki wajah se hota hai, jisme samajhna, bolna ya tafra karna mushkil ho jata hai.",Harvard Medical School Mental Health Guide
Brocas Aphasia kya hai,Ek non-fluent zabaan ka nikalna jo nuqsan hai jahan samajh bach jati hai magar zabani izhar sakht aur mehnat talab hota hai.,Harvard Medical School Mental Health Guide
Wernickes Aphasia kya hai,Ek fluent zubani output ka masla jahan zabani bolne mein asani hoti hai magar alfaaz be maani ya haqeeqi samajh se mahroom hotay hain.,Harvard Medical School Mental Health Guide
Global Aphasia kya hai,Zubani dysfunction ka aik shadeed shakl jo mukammal taur par bolne aur samajhne ki salahiyat kho dene ki nishani hai.,Harvard Medical School Mental Health Guide
Apraxia kya hai,Aik neurological masla jisme aksar insan apni mansuba bandi ya sikhayi hui harkatain karne mein nakam rehta hai jabke uske muscles ki taqat aur raabta saheh hota hai.,Harvard Medical School Mental Health Guide
Agnosia kya hai,"Hawas ke izharat jese jan-pehchan cheezen ya chehray pehchan ne ki nakami, jabke hawasi aalaat durust hon.",Harvard Medical School Mental Health Guide
Prosopagnosia kya hai,"Ek khaas neurocognitive masla jisme aam insani chehray pehchan ne mein nakami hoti hai, jo aksar fusiform gyrus ke nuqsan ki wajah se hota hai.",Harvard Medical School Mental Health Guide
Akathisia kya hai,Aik pareshan kun harkat ka masla jisme shaks apnay andar ki bechaini mehsoos karta hai aur taangain hila ne ka zor se jazba mehsoos hota hai.,Oxford Textbook of Psychiatry
Tardive Dyskinesia kya hai,"Ek neurological syndrome jo lambi muddat ke neuroleptic dawaon ke istemal se hota hai, jisme zabaan aur chehre ki be ikhtiyar choreoathetoid harkatain hoti hain.",Oxford Textbook of Psychiatry
Neuroleptic Malignant Syndrome kya hai,"Zindagi ke liye khatarnak zehni emergency jo antipsychotic use se hoti hai, jisme shadid muscle ka sakhti, jism ka zyada garam hona, aur badan ke apne nizam ka be intezami hota hai.",Oxford Textbook of Psychiatry
Serotonin Syndrome kya hai,"Ek mumkin tor par maut ka sabab ban sakne wala zehriila halat jo zyada serotonin ke amal se hota hai, jisme hyperreflexia, clonus, zehni halat mein tabdeeli, aur autonomic tabdeeliyan paish aati hain.",Oxford Textbook of Psychiatry
Dystonia kya hai,"Ek extrapyramidal side effect jo ke achanak, be-ikhyaar, aur musalsal muscle contractions par mushtamil hota hai jo ghalat posture majboor karta hai, aksar gardan ya aankhon mein.",Oxford Textbook of Psychiatry
Oculogyric Crisis kya hai,"Ek achanak dystonic reaction jo be-ikhyaar, musalsal upar ki taraf aankhon ke rujhan par mushtamil hota hai, aam tor par typical antipsychotics se hota hai.",Oxford Textbook of Psychiatry
Akinesia kya hai,"Motor dysfunction ki ek halat jisme voluntary jismani harkat ki kami ya bohat kam miqdaar mehsoos hoti hai, jo pseudoparkinsonism mein aam hoti hai.",Oxford Textbook of Psychiatry
Flat Affect kya hai,Fard ke jazbati izharat ki shiddat mein shadid kami jo ke ghair mutaharrik chehra aur monotone awaaz ke sath zahir hoti hai.,Diagnostic and Statistical Manual of Mental Disorders Fifth Edition DSM-5
Blunted Affect kya hai,"Ek jazbati be-qarari jo jazbati izharat ki shiddat mein kafi kami par mushtamil hoti hai, magar flat affect jitni mukammal nahi hoti.",Diagnostic and Statistical Manual of Mental Disorders Fifth Edition DSM-5
Labile Affect kya hai,"Ek ghair mamooli jazbati izhar jo tez, achanak, aur be waqat tabdeelion se bharpoor hota hai jo bahari asar se azad hota hai.",Diagnostic and Statistical Manual of Mental Disorders Fifth Edition DSM-5
Incongruent Affect kya hai,Aisi jazbati izhar jo mareez ke alfazi khayalat ya foran halat ke mutabiq bilkul mutabqat nahi rakhti.,Diagnostic and Statistical Manual of Mental Disorders Fifth Edition DSM-5
Euthymia kya hai,"Ek normal, mustahkam, aur ghair-depress mental mood ki halat jo sehatmand fard ke bunyadi jazbati tawazun ki numaindagi karti hai.",Diagnostic and Statistical Manual of Mental Disorders Fifth Edition DSM-5
Dysthymia kya hai,Ek chronic qisam ka depressive mood disturbance jo major depression se kam shiddat rakhta hai magar kam az kam do saal tak musalsal rehta hai.,Diagnostic and Statistical Manual of Mental Disorders Fifth Edition DSM-5
Anhedonia kya hai,Woh gehri clinical na-tawanai jis mein kisi shakhs ko un funoon ya ehsaasat mein lutf hasil karne ki salahiyat mahsoos nahi hoti jo pehle buhat dilchaspi aur tasalli ka bais thay.,Diagnostic and Statistical Manual of Mental Disorders Fifth Edition DSM-5
Avolition kya hai,"Ek shadid manfi alamat jo bilkul drive, motivation, ya andarooni koshish ke baghair goal directed saragarmi mein mashgool hone ki salahiyat ki kami ko zahir karti hai.",Diagnostic and Statistical Manual of Mental Disorders Fifth Edition DSM-5
