Questions,Answers,References
How do I manage the stress of being a caregiver?,You cannot pour from an empty cup. Join a support group and ensure you have respite care time for your own needs.,World Health Organization Mental Health Manual
Can creative hobbies help with depression?,"Yes, activities like painting, music, or gardening provide a flow state that distracts from negative thoughts and builds mastery.",National Institute of Mental Health Clinical Guide
How do I stop comparing my life to my friends lives?,Remember that you are comparing your behind-the-scenes with their highlight reel. Everyone has struggles they dont post.,World Health Organization Mental Health Manual
What is box breathing?,"Inhale for 4, hold for 4, exhale for 4, and hold for 4. Its a powerful tool used by elite performers to stay calm under pressure.",World Health Organization Mental Health Manual
How can I stay motivated to keep going to therapy?,"View it like a gym for your mind. Progress isnt always linear, but consistent effort leads to significant long-term growth.",American Psychological Association Clinical Guidelines
Why do I feel overwhelmed by small household chores?,This is often executive dysfunction. Pick one tiny task like just washing two platesand ignore the rest for now.,World Health Organization Mental Health Manual
How do I deal with loneliness in a new city?,"Join local interest groups, use apps to meet friends, and frequent the same coffee shops to become a regular and meet people.",World Health Organization Mental Health Manual
What is the importance of routine for mental stability?,"Routine reduces the number of decisions you have to make daily, which lowers cognitive load and provides a sense of security.",World Health Organization Mental Health Manual
How can I stop a negative thought spiral?,Physically move your body go for a walk or change the room you are in to break the mental loop and reset your focus.,World Health Organization Mental Health Manual
What should I do if I feel like Im failing at everything?,"Identify one thing you did well today, no matter how small. Redefine success as showing up rather than achieving perfection.",World Health Organization Mental Health Manual
How are you,I am doing well. I am an AI assistant here to help answer your mental health and psychiatric questions.,OpenAI Clinical System Framework
What are you doing,I am processing data inputs to provide information on psychology and diagnostic criteria.,OpenAI Clinical System Framework
Hello,Hello. Please let me know how I can assist you with your mental health queries today.,OpenAI Clinical System Framework
Thank you,You are very welcome. I am always happy to clarify psychological or diagnostic topics for you.,OpenAI Clinical System Framework
Who are you,I am MINDWELL and I am an artificial intelligence system programmed to provide evidence-based mental health explanations.,OpenAI Clinical System Framework
Good morning,Good morning. I hope you have a structured and balanced day ahead.,OpenAI Clinical System Framework
Good night,Good night. Maintaining a restful and consistent sleep routine is vital for overall health.,OpenAI Clinical System Framework
Are you a doctor,"No, I am an AI model. My outputs are purely informational and cannot replace a clinical checkup.",OpenAI Clinical System Framework
Can you help me,"Yes, I can assist you by detailing psychiatric symptoms, disorders, and therapeutic models.",OpenAI Clinical System Framework
What is your name,My name is MINDWELL I am your automated mental health information database assistant.,OpenAI Clinical System Framework
What is Cognitive Behavioral Therapy,Cognitive Behavioral Therapy is a targeted behavioral treatment that helps patients identify and dismantle cognitive distortions.,American Psychological Association Clinical Guidelines
What are the core features of Generalized Anxiety Disorder,"Core features include persistent, uncontrollable worry regarding daily life events paired with restlessness and severe autonomic arousal.",Diagnostic and Statistical Manual of Mental Disorders Fifth Edition DSM-5
What are the primary symptoms of a Major Depressive Episode,"Symptoms include a consistent lack of interest in activities, pervasive sad mood, hypersomnia, weight change, and low energy for two weeks.",Diagnostic and Statistical Manual of Mental Disorders Fifth Edition DSM-5
How do SSRI medications manage depression,"Selective Serotonin Reuptake Inhibitors prevent the reuptake of serotonin in brain synapses, increasing mood regulatory transmission.",Oxford Textbook of Psychiatry
What is Dialectical Behavior Therapy,Dialectical Behavior Therapy is a cognitive modification tool that targets chronic emotional dysregulation and borderline traits.,American Psychological Association Clinical Guidelines
What defines Bipolar I Disorder,Bipolar I Disorder is a clinical diagnosis requiring at least one manic episode that causes significant social or occupational impairment.,Diagnostic and Statistical Manual of Mental Disorders Fifth Edition DSM-5
What defines Bipolar II Disorder,Bipolar II Disorder requires the historical presence of hypomanic episodes and major depressive episodes without any full manic behavior.,Diagnostic and Statistical Manual of Mental Disorders Fifth Edition DSM-5
What is Post-Traumatic Stress Disorder,"Post-Traumatic Stress Disorder is an anxiety condition sparked by major trauma, causing intrusive recollections, avoidance, and hyperarousal.",National Institute of Mental Health Clinical Guide
What are the clinical markers of Obsessive-Compulsive Disorder,"Markers include persistent, intrusive thoughts paired with rigid behavioral loops executed to temporarily decrease distress.",Diagnostic and Statistical Manual of Mental Disorders Fifth Edition DSM-5
What defines Borderline Personality Disorder,"It is an enduring pattern of intense interpersonal conflict, unstable self-image, fluctuating moods, and self-destructive impulsivity.",Diagnostic and Statistical Manual of Mental Disorders Fifth Edition DSM-5
What is the role of dopamine in the brain,"Dopamine acts as a principal neurotransmitter driving reward pathways, motor coordination, motivation, and executive decision structures.",Lancet Psychiatry Clinical Evidence Database
What is neuroplasticity,Neuroplasticity is the structural and functional capacity of neural networks to rewire and reorganize in response to environmental stimuli.,Harvard Medical School Mental Health Guide
What are the symptoms of panic disorder,Symptoms include recurrent unexpected panic attacks alongside a persistent apprehension about future attacks and their catastrophic outcomes.,Diagnostic and Statistical Manual of Mental Disorders Fifth Edition DSM-5
What is Social Anxiety Disorder,"It is an intense fear of negative evaluation, humiliation, or scrutiny by others during performance or casual social encounters.",National Institute of Mental Health Clinical Guide
What is Agoraphobia,Agoraphobia is an anxiety condition where a patient avoids open spaces or public transit because escape might be difficult during panic.,Mayo Clinic Psychiatry Reference Database
What defines Schizophrenia,"Schizophrenia is a severe neurodevelopmental disorder marked by delusions, auditory hallucinations, flat affect, and executive impairment.",World Health Organization Mental Health Manual
What are positive symptoms in schizophrenia,"Positive symptoms represent a distortion of normal functions, including fixed false beliefs, auditory hallucinations, and loose associations.",Diagnostic and Statistical Manual of Mental Disorders Fifth Edition DSM-5
What are negative symptoms in schizophrenia,"Negative symptoms reflect a deficit in typical functions, such as alogia, avolition, anhedonia, flat affect, and severe social withdrawal.",Diagnostic and Statistical Manual of Mental Disorders Fifth Edition DSM-5
What is Schizoaffective Disorder,It is a diagnosis given when features of schizophrenia occur concurrently alongside a continuous major mood episode like mania or depression.,Johns Hopkins Psychiatry Patient Guide
What is Seasonal Affective Disorder,It is a cyclic presentation of major depressive disorder where symptoms predictably emerge in winter months and clear in spring.,National Institute of Mental Health Clinical Guide
What is Light Therapy,Light therapy employs artificial phototherapy boxes to modify circadian melatonin secretion and alleviate winter seasonal depression.,Mayo Clinic Psychiatry Reference Database
What is executive dysfunction,"Executive dysfunction is a neurocognitive impairment that compromises memory, attentional focus, planning, and goal-directed task initiation.",Harvard Medical School Mental Health Guide
What are the indicators of adult ADHD,"Indicators include severe chronic inattention, disorganization, working memory lapses, restlessness, and emotional impulsivity.",National Institute of Mental Health Clinical Guide
What is the function of the gut-brain axis,"The gut-brain axis is a complex bidirectional communication pathway that uses neural, endocrine, and immune lines to link the gut with the brain.",Lancet Psychiatry Clinical Evidence Database
What is cortisol,Cortisol is a major glucocorticoid hormone secreted by the cortex of adrenal glands to coordinate physiological metabolic stress response.,Oxford Textbook of Psychiatry
What is Acceptance and Commitment Therapy,It is an empirical psychological model that uses acceptance strategies combined with commitment patterns to enhance psychological flexibility.,American Psychological Association Clinical Guidelines
What is EMDR therapy,Eye Movement Desensitization and Reprocessing utilizes bilateral sensory tracking to help the brain safely process traumatic memories.,American Psychological Association Clinical Guidelines
What is sleep hygiene,Sleep hygiene is a framework of evidence-based sleep environment and behavior rules designed to reinforce deep nocturnal rest.,Mayo Clinic Psychiatry Reference Database
What are grounding techniques,Grounding techniques are somatic coping skills used to disrupt anxiety cycles by shifting focal attention to local physical senses.,National Alliance on Mental Illness Educational Handbook
What is the definition of trauma,Trauma is a profound neurobehavioral response to overwhelming events that completely breaks an individual's internal psychological defense mechanisms.,World Health Organization Mental Health Manual
What is a panic attack,"A panic attack is an abrupt surge of intense fear or intense discomfort that reaches a peak within minutes, causing physical chest pain.",Diagnostic and Statistical Manual of Mental Disorders Fifth Edition DSM-5
What is Cyclothymia,"Cyclothymia is a chronic, fluctuating mood disturbance involving numerous periods of hypomanic and depressive symptoms for at least two years.",Diagnostic and Statistical Manual of Mental Disorders Fifth Edition DSM-5
What is Antisocial Personality Disorder,"A personality disorder characterized by a pervasive pattern of disregard for, and violation of, the rights of others, with a complete lack of empathy.",Diagnostic and Statistical Manual of Mental Disorders Fifth Edition DSM-5
What is Narcissistic Personality Disorder,"A disorder involving a long-term pattern of grandiosity, an overwhelming need for admiration, and a distinct lack of core empathy for others.",Diagnostic and Statistical Manual of Mental Disorders Fifth Edition DSM-5
What is Avoidant Personality Disorder,"It features severe social inhibition, deep feelings of inadequacy, and extreme hypersensitivity to negative criticism, causing isolation.",Diagnostic and Statistical Manual of Mental Disorders Fifth Edition DSM-5
What is Dependent Personality Disorder,"A personality condition marked by an overinflated, pervasive psychological need to be taken care of, leading to submissive clinging behavior.",Diagnostic and Statistical Manual of Mental Disorders Fifth Edition DSM-5
What is Histrionic Personality Disorder,A mental condition characterized by a pattern of excessive emotional expression and continuous attention-seeking behavior beginning in early adulthood.,Diagnostic and Statistical Manual of Mental Disorders Fifth Edition DSM-5
What is Schizoid Personality Disorder,A pattern of complete detachment from social relationships and a highly restricted range of emotional expression in interpersonal settings.,Diagnostic and Statistical Manual of Mental Disorders Fifth Edition DSM-5
What is Schizotypal Personality Disorder,"It involves acute discomfort with close relationships, cognitive distortions, eccentric behavior, and strange magical beliefs or speech patterns.",Diagnostic and Statistical Manual of Mental Disorders Fifth Edition DSM-5
What is Anorexia Nervosa,"An eating disorder characterized by restriction of energy intake relative to requirements, leading to a significantly low body weight and distorted image.",Diagnostic and Statistical Manual of Mental Disorders Fifth Edition DSM-5
What is Bulimia Nervosa,An eating disorder marked by recurrent episodes of binge eating followed by inappropriate compensatory purging behaviors to prevent weight gain.,Diagnostic and Statistical Manual of Mental Disorders Fifth Edition DSM-5
What is Binge Eating Disorder,"It involves eating, in a discrete period of time, an amount of food that is definitely larger than what most people would eat, with no purging.",Diagnostic and Statistical Manual of Mental Disorders Fifth Edition DSM-5
What is Body Dysmorphic Disorder,A disorder featuring a preoccupation with one or more perceived defects or flaws in physical appearance that are not observable to others.,Diagnostic and Statistical Manual of Mental Disorders Fifth Edition DSM-5
What is Trichotillomania,"A hair-pulling disorder characterized by the recurrent pulling out of one's own hair, leading to hair loss and functional impairment.",Diagnostic and Statistical Manual of Mental Disorders Fifth Edition DSM-5
What is Excoriation Disorder,"A skin-picking disorder marked by the recurrent picking of one's own skin, resulting in skin lesions and severe personal distress.",Diagnostic and Statistical Manual of Mental Disorders Fifth Edition DSM-5
What is Somatic Symptom Disorder,A condition where a person experiences prominent somatic symptoms associated with significant distress and excessive thoughts or anxiety about health.,Diagnostic and Statistical Manual of Mental Disorders Fifth Edition DSM-5
What is Illness Anxiety Disorder,"Preoccupation with having or acquiring a serious, undiagnosed medical illness, with minimal or no actual somatic symptoms present.",Diagnostic and Statistical Manual of Mental Disorders Fifth Edition DSM-5
What is Conversion Disorder,A condition presenting with altered voluntary motor or sensory function that has no recognized neurological or medical explanation.,Diagnostic and Statistical Manual of Mental Disorders Fifth Edition DSM-5
What is Insomnia Disorder,"A chronic dissatisfaction with sleep quantity or quality, associated with difficulty initiating sleep, maintaining sleep, or early-morning awakening.",Diagnostic and Statistical Manual of Mental Disorders Fifth Edition DSM-5
What is Narcolepsy,"A neurological disorder characterized by recurrent periods of an irrepressible need to sleep, lapsing into sleep, or napping within the same day.",Diagnostic and Statistical Manual of Mental Disorders Fifth Edition DSM-5
What is Sleep Apnea,"A sleep-related breathing disorder characterized by repetitive episodes of upper airway obstruction during sleep, causing fragmented nocturnal rest.",Mayo Clinic Psychiatry Reference Database
What is Restless Legs Syndrome,"An urge to move the legs, usually accompanied by uncomfortable sensations, which begins or worsens during periods of rest or inactivity.",Mayo Clinic Psychiatry Reference Database
What is Nightmare Disorder,"Repeated occurrences of extended, extremely dysphoric, and well-remembered dreams that usually involve threats to survival, security, or physical integrity.",Diagnostic and Statistical Manual of Mental Disorders Fifth Edition DSM-5
What is Sleep Terror Disorder,"Recurrent episodes of abrupt awakening from sleep, usually occurring during the first third of the major sleep episode, starting with a panicky scream.",Diagnostic and Statistical Manual of Mental Disorders Fifth Edition DSM-5
What is Somnambulism,"A condition commonly known as sleepwalking, involving repeated episodes of rising from bed during sleep and walking about with a blank face.",Mayo Clinic Psychiatry Reference Database
What is Gender Dysphoria,"A marked incongruence between one's experienced or expressed gender and their assigned natal gender, associated with clinically significant distress.",Diagnostic and Statistical Manual of Mental Disorders Fifth Edition DSM-5
What is Oppositional Defiant Disorder,"A childhood disorder involving a pattern of angry or irritable mood, argumentative or defiant behavior, or vindictiveness lasting at least six months.",Diagnostic and Statistical Manual of Mental Disorders Fifth Edition DSM-5
What is Conduct Disorder,A repetitive pattern of behavior in youth where the basic rights of others or major age-appropriate societal norms are routinely violated.,Diagnostic and Statistical Manual of Mental Disorders Fifth Edition DSM-5
What is Intermittent Explosive Disorder,"Recurrent behavioral outbursts representing a failure to control aggressive impulses, where the magnitude of aggression is grossly out of proportion.",Diagnostic and Statistical Manual of Mental Disorders Fifth Edition DSM-5
What is Pyromania,"A disruptive disorder characterized by deliberate and purposeful fire setting on more than one occasion, driven by an internal tension or arousal.",Diagnostic and Statistical Manual of Mental Disorders Fifth Edition DSM-5
What is Kleptomania,"The recurrent failure to resist impulses to steal objects that are not needed for personal use or for their monetary value, driven by tension.",Diagnostic and Statistical Manual of Mental Disorders Fifth Edition DSM-5
What is Substance Use Disorder,A cognitive pattern where the individual continues using a chemical substance despite significant substance-related problems and functional impairment.,Diagnostic and Statistical Manual of Mental Disorders Fifth Edition DSM-5
What is Alcohol Withdrawal Syndrome,"A cluster of physical and psychological symptoms that develop following the cessation of heavy and prolonged alcohol consumption, causing tremors.",World Health Organization Mental Health Manual
What is Delirium Tremens,"A severe, life-threatening manifestation of alcohol withdrawal characterized by profound confusion, autonomic hyperactivity, and vivid visual hallucinations.",Oxford Textbook of Psychiatry
What is Korsakoffs Syndrome,"A chronic memory disorder caused by severe deficiency of thiamine, most commonly seen in cases of prolonged alcohol misuse, affecting memory.",Oxford Textbook of Psychiatry
What is Wernickes Encephalopathy,"An acute neurological emergency characterized by the triad of ataxia, ophthalmoplegia, and acute confusion caused by severe vitamin B1 deficiency.",Oxford Textbook of Psychiatry
What is Gambling Disorder,"Persistent and recurrent problematic gambling behavior leading to clinically significant impairment or distress, characterized by an inability to stop.",Diagnostic and Statistical Manual of Mental Disorders Fifth Edition DSM-5
What is Delirium,"An acute disturbance in attention, awareness, and baseline cognition that develops over a short period of time and tends to fluctuate in severity.",Diagnostic and Statistical Manual of Mental Disorders Fifth Edition DSM-5
What is Major Neurocognitive Disorder,"A condition previously known as dementia, involving significant cognitive decline from a previous level of performance in one or more cognitive domains.",Diagnostic and Statistical Manual of Mental Disorders Fifth Edition DSM-5
What is Alzheimers Disease,"A progressive neurodegenerative disease characterized by the gradual onset and insidious progression of cognitive impairment, primarily affecting memory.",Lancet Psychiatry Clinical Evidence Database
What is Vascular Dementia,"A type of neurocognitive disorder caused by cerebrovascular disease, resulting in a stepwise or progressive decline in cognitive and motor functions.",Lancet Psychiatry Clinical Evidence Database
What is Frontotemporal Lobar Degeneration,"A neurocognitive disorder affecting the frontal and temporal lobes of the brain, leading to profound changes in social behavior, personality, or language.",Lancet Psychiatry Clinical Evidence Database
What is Neurocognitive Disorder due to HIV Infection,A documented cognitive impairment caused directly by the neurobiological effects of human immunodeficiency virus replication within the central nervous system.,Johns Hopkins Psychiatry Patient Guide
What is Huntingtons Disease,"A progressive, genetic neurodegenerative disorder characterized by a triad of motor chorea, cognitive decline, and prominent psychiatric symptoms.",Oxford Textbook of Psychiatry
What is Prion Disease,"A rapidly progressive neurocognitive disorder caused by transmissible spongiform encephalopathies, leading to severe motor ataxia and dementia.",Oxford Textbook of Psychiatry
What is Pseudodementia,A clinical condition where severe depressive symptoms in elderly individuals mimic the cognitive deficits of true neurodegenerative dementia.,Johns Hopkins Psychiatry Patient Guide
What is Agraphia,"A localized neurological impairment resulting in the loss of the ability to write, typically associated with damage to the parietal lobe.",Harvard Medical School Mental Health Guide
What is Alexia,"An acquired neurological disorder characterized by the loss of the ability to read written text, often caused by cerebral vascular stroke.",Harvard Medical School Mental Health Guide
What is Aphasia,"An acquired impairment of language processing caused by brain localized damage, affecting comprehension, production, or repeating of verbal speech.",Harvard Medical School Mental Health Guide
What is Brocas Aphasia,A non-fluent language output impairment where comprehension remains relatively intact but verbal expression is severely limited and effortful.,Harvard Medical School Mental Health Guide
What is Wernickes Aphasia,A fluent language output disorder where verbal speech production is structurally effortless but completely devoid of meaning or factual comprehension.,Harvard Medical School Mental Health Guide
What is Global Aphasia,A severe form of language dysfunction characterized by near-total loss of both verbal production capacity and comprehension faculties.,Harvard Medical School Mental Health Guide
What is Apraxia,"A neurological disorder characterized by the inability to perform purposeful, learned motor movements despite having normal muscular strength and coordination.",Harvard Medical School Mental Health Guide
What is Agnosia,"The inability to recognize or interpret sensory impressions, such as familiar objects or faces, despite having intact peripheral sensory organs.",Harvard Medical School Mental Health Guide
What is Prosopagnosia,"A specific neurocognitive impairment characterized by the inability to recognize familiar human faces, often caused by fusiform gyrus lesions.",Harvard Medical School Mental Health Guide
What is Akathisia,A distressing movement disorder characterized by an intense subjective feeling of internal restlessness and an urgent compulsion to move the legs.,Oxford Textbook of Psychiatry
What is Tardive Dyskinesia,"A neurological syndrome caused by long-term use of neuroleptic medications, featuring involuntary choreoathetoid movements of the tongue and face.",Oxford Textbook of Psychiatry
What is Neuroleptic Malignant Syndrome,"A life-threatening psychiatric emergency triggered by antipsychotic use, presenting with severe muscle rigidity, hyperthermia, and autonomic instability.",Oxford Textbook of Psychiatry
What is Serotonin Syndrome,"A potentially fatal toxic state caused by excessive serotonergic activity, presenting with hyperreflexia, clonus, altered mental status, and autonomic changes.",Oxford Textbook of Psychiatry
What is Dystonia,"An extrapyramidal side effect involving acute, involuntary, and sustained muscle contractions that force abnormal posture, often in the neck or eyes.",Oxford Textbook of Psychiatry
What is Oculogyric Crisis,"An acute dystonic reaction consisting of involuntary, sustained upward deviation of the eyes, typically triggered by typical antipsychotics.",Oxford Textbook of Psychiatry
What is Akinesia,"A state of motor dysfunction characterized by a marked absence or profound poverty of voluntary physical movement, common in pseudoparkinsonism.",Oxford Textbook of Psychiatry
What is a Flat Affect,"A severe clinical reduction in the intensity of an individuals emotional expression, characterized by an immobile face and monotonous voice tone.",Diagnostic and Statistical Manual of Mental Disorders Fifth Edition DSM-5
What is Blunted Affect,"An emotional disturbance involving a significant reduction in the intensity of emotional expression, though less absolute than a flat affect.",Diagnostic and Statistical Manual of Mental Disorders Fifth Edition DSM-5
What is Labile Affect,"An abnormal emotional presentation characterized by rapid, abrupt, and sudden shifts in emotional expression that are independent of external triggers.",Diagnostic and Statistical Manual of Mental Disorders Fifth Edition DSM-5
What is Incongruent Affect,An emotional expression that is clearly discordant with the actual content of the patient's verbal thoughts or immediate situational context.,Diagnostic and Statistical Manual of Mental Disorders Fifth Edition DSM-5
What is Euthymia,"A normal, stable, and non-depressed mental mood state that represents the baseline emotional equilibrium of a healthy individual.",Diagnostic and Statistical Manual of Mental Disorders Fifth Edition DSM-5
What is Dysthymia,A chronic form of depressive mood disturbance that is less severe than major depression but persists continuously for at least two years.,Diagnostic and Statistical Manual of Mental Disorders Fifth Edition DSM-5
What is Anhedonia,The profound clinical inability to experience pleasure from activities or sensations that were previously found highly enjoyable and satisfying.,Diagnostic and Statistical Manual of Mental Disorders Fifth Edition DSM-5
What is Avolition,"A severe negative symptom involving an absolute lack of drive, motivation, or internal initiative to engage in goal-directed activities.",Diagnostic and Statistical Manual of Mental Disorders Fifth Edition DSM-5
What is Alogia,A negative psychiatric symptom characterized by a profound poverty of speech production or a severe restriction in the amount of spontaneous wording.,Diagnostic and Statistical Manual of Mental Disorders Fifth Edition DSM-5
What is Asociality,A core negative symptom featuring a total lack of motivation to engage in social interaction and a strong preference for solitary activities.,Diagnostic and Statistical Manual of Mental Disorders Fifth Edition DSM-5
What is Catatonia,"A complex neuropsychiatric syndrome marked by psychomotor disturbances, including stupor, mutism, posturing, waxy flexibility, and extreme negativism.",Diagnostic and Statistical Manual of Mental Disorders Fifth Edition DSM-5
What is Waxy Flexibility,"A catatonic feature where a patient maintains an externally imposed physical posture for extended periods, resisting initial movement smoothly like wax.",Diagnostic and Statistical Manual of Mental Disorders Fifth Edition DSM-5
What is Catatonic Stupor,A profound reduction in psychomotor activity where the patient remains completely immobile and unresponsive to external environmental stimuli.,Diagnostic and Statistical Manual of Mental Disorders Fifth Edition DSM-5
What is Echopraxia,"The pathological, involuntary mimicking or imitation of another individuals physical movements or gestures observed during a clinical interview.",Diagnostic and Statistical Manual of Mental Disorders Fifth Edition DSM-5
What is Echolalia,"The immediate, involuntary repetition or echoing of words or phrases spoken by another person, commonly seen in catatonic states.",Diagnostic and Statistical Manual of Mental Disorders Fifth Edition DSM-5
What is Mutism,An absolute or near-total absence of verbal speech output in an individual who retains the structural physiological capacity to articulate words.,Diagnostic and Statistical Manual of Mental Disorders Fifth Edition DSM-5
What is Negativism,A catatonic behavioral response characterized by the motiveless resistance to all clinical instructions or the execution of opposite actions.,Diagnostic and Statistical Manual of Mental Disorders Fifth Edition DSM-5
What is a Delusion,"A fixed, false belief that is firmly held despite clear, immutable, and contradictory evidence to the contrary, out of cultural context.",Diagnostic and Statistical Manual of Mental Disorders Fifth Edition DSM-5
What is a Persecutory Delusion,"A false belief that one is being systematically targeted, harassed, cheated, poisoned, or conspired against by malicious external entities.",Diagnostic and Statistical Manual of Mental Disorders Fifth Edition DSM-5
What is a Delusion of Grandeur,"An inflated, false conviction of possessing exceptional power, identity, wealth, godlike status, or a special relationship with a deity.",Diagnostic and Statistical Manual of Mental Disorders Fifth Edition DSM-5
What is a Somatic Delusion,"A fixed false belief regarding the structural function or appearance of one's body, such as believing organs are rotting away.",Diagnostic and Statistical Manual of Mental Disorders Fifth Edition DSM-5
What is an Erotomanic Delusion,"A delusion where an individual falsely believes that another person, usually of much higher social status or a celebrity, is deeply in love with them.",Diagnostic and Statistical Manual of Mental Disorders Fifth Edition DSM-5
What is a Jealous Delusion,"The fixed, false conviction that one's sexual partner or spouse is being unfaithful, maintained without any realistic clinical proof.",Diagnostic and Statistical Manual of Mental Disorders Fifth Edition DSM-5
What is a Nihilistic Delusion,"A depressive delusion involving the total conviction that oneself, others, or the entire physical universe has ceased to exist or is ending.",Diagnostic and Statistical Manual of Mental Disorders Fifth Edition DSM-5
What is Thought Insertion,The delusion that thoughts are being forcibly placed into one's mind by an external agency or machine rather than originating internally.,Diagnostic and Statistical Manual of Mental Disorders Fifth Edition DSM-5
What is Thought Withdrawal,The false conviction that an external force or machine is actively stealing or extracting thoughts out of one's mind.,Diagnostic and Statistical Manual of Mental Disorders Fifth Edition DSM-5
What is Thought Broadcasting,The fixed delusion that one's private thoughts are being escape-transmitted audibly into the external world so that others can read them.,Diagnostic and Statistical Manual of Mental Disorders Fifth Edition DSM-5
What is an Idea of Reference,"The false interpretation that innocuous external events, casual conversations, or media broadcasts have highly personal and direct significance.",Diagnostic and Statistical Manual of Mental Disorders Fifth Edition DSM-5
What is an Illusion,"A sensory misperception or misinterpretation of an actual, real external physical stimulus, such as seeing a coat hanging as a person.",Oxford Textbook of Psychiatry
What is a Hallucination,"A profound sensory perception experienced in the absolute absence of any matching external physical stimulus, appearing completely real.",Diagnostic and Statistical Manual of Mental Disorders Fifth Edition DSM-5
What is an Auditory Hallucination,"The perception of hearing sounds or voices when no external acoustic source is present, highly characteristic of schizophrenia.",Diagnostic and Statistical Manual of Mental Disorders Fifth Edition DSM-5
What is a Visual Hallucination,"The sensory experience of seeing objects, people, patterns, or flashes of light that have no actual physical existence in reality.",Diagnostic and Statistical Manual of Mental Disorders Fifth Edition DSM-5
What is an Olfactory Hallucination,"The perception of smelling odors that are not physically present, often foul smells, frequently linked to temporal lobe epilepsy.",Diagnostic and Statistical Manual of Mental Disorders Fifth Edition DSM-5
What is a Gustatory Hallucination,"The sensory perception of a false taste, typically unpleasant or metallic, occurring without any food or liquid inside the oral cavity.",Diagnostic and Statistical Manual of Mental Disorders Fifth Edition DSM-5
What is a Tactile Hallucination,"The sensory perception of feeling physical sensations on or under the skin, such as bugs crawling, in the absence of any stimulus.",Diagnostic and Statistical Manual of Mental Disorders Fifth Edition DSM-5
What is Formication,"A specific tactile hallucination characterized by the vivid, distressing sensation of insects crawling all over or underneath the skin.",Oxford Textbook of Psychiatry
What is a Hypnagogic Hallucination,"A vivid sensory perception occurring during the transition state from full wakefulness to sleep, considered benign but common in narcolepsy.",Diagnostic and Statistical Manual of Mental Disorders Fifth Edition DSM-5
What is a Hypnopompic Hallucination,"A false sensory perception experienced during the immediate transitional state of awakening from sleep, heavily tied to sleep paralysis.",Diagnostic and Statistical Manual of Mental Disorders Fifth Edition DSM-5
What is Depersonalization,"A dissociative detachment characterized by feeling like an outside observer of one's own mental processes, body, or physical actions.",Diagnostic and Statistical Manual of Mental Disorders Fifth Edition DSM-5
What is Derealization,"A dissociative alteration where the external environment feels completely unreal, dreamlike, artificial, foggy, or structurally altered.",Diagnostic and Statistical Manual of Mental Disorders Fifth Edition DSM-5
What is a Fugue State,"A rare dissociative disorder marked by sudden, unexpected travel away from home accompanied by amnesia for one's identity or past history.",Diagnostic and Statistical Manual of Mental Disorders Fifth Edition DSM-5
What is Dissociative Amnesia,"An inability to recall important autobiographical information, usually of a traumatic or stressful nature, inconsistent with ordinary forgetting.",Diagnostic and Statistical Manual of Mental Disorders Fifth Edition DSM-5
What is Confabulation,"The unconscious filling of memory gaps with fabricated, distorted, or misinterpreted information without an explicit clinical intent to deceive.",Oxford Textbook of Psychiatry
What is Deja Vu,An illusion of recognition where a completely novel sensory experience is falsely felt to be a exact repetition of a past memory.,Oxford Textbook of Psychiatry
What is Jamais Vu,"The psychological phenomenon where a highly familiar situation, word, or place is suddenly experienced as completely strange or novel.",Oxford Textbook of Psychiatry
What is Flight of Ideas,"A rapid, continuous succession of verbal speech where thoughts skip quickly from one topic to another based on casual associations or puns.",Diagnostic and Statistical Manual of Mental Disorders Fifth Edition DSM-5
What is Loose Associations,A thought disorder characterized by speech where ideas shift from one subject to another in an completely unrelated or fragmented manner.,Diagnostic and Statistical Manual of Mental Disorders Fifth Edition DSM-5
What is Word Salad,"A severely disorganized mix of words and phrases that lacks any coherent logical structure or meaning, common in advanced schizophrenia.",Diagnostic and Statistical Manual of Mental Disorders Fifth Edition DSM-5
What is a Neologism,The creation of completely new words or structural combinations invented by a patient that hold specific meaning only to themselves.,Diagnostic and Statistical Manual of Mental Disorders Fifth Edition DSM-5
What is Clang Association,The selection of spoken wording based primarily on their acoustic sound or rhyming quality rather than logical contextual meaning.,Diagnostic and Statistical Manual of Mental Disorders Fifth Edition DSM-5
What is Circumstantial Speech,"A pattern of speech that incorporates excessive, tedious, and unnecessary details before eventually reaching its actual communicative goal.",Diagnostic and Statistical Manual of Mental Disorders Fifth Edition DSM-5
What is Tangential Speech,"A communication defect where a speaker continuously deviates from the initial question onto related topics, never answering the question.",Diagnostic and Statistical Manual of Mental Disorders Fifth Edition DSM-5
What is Perseveration,"The pathological repetition of a specific verbal response, word, or motor gesture long after the initial stimulus has been removed.",Diagnostic and Statistical Manual of Mental Disorders Fifth Edition DSM-5
What is Verbigeration,"The continuous, senseless, and automatic repetition of specific words or meaningless fragments of speech without any external trigger.",Oxford Textbook of Psychiatry
What is Pressure of Speech,"An accelerated, intense volume of verbal output that is structurally difficult to interrupt, highly characteristic of a manic state.",Diagnostic and Statistical Manual of Mental Disorders Fifth Edition DSM-5
What is Poverty of Content of Speech,Speech that is adequate in absolute word volume but conveys remarkably little objective information due to vagueness or empty phrases.,Diagnostic and Statistical Manual of Mental Disorders Fifth Edition DSM-5
What is a Phobia,"An irrational, intense, and persistent fear triggered by a specific object, animal, or environmental situation out of proportion to actual danger.",Diagnostic and Statistical Manual of Mental Disorders Fifth Edition DSM-5
